Ad_ID,Campaign_Name,Clicks,Impressions,Impressions per conversion,Cost,Leads,Conversions,Conversion Rate,Cost per conversion,Sale_Amount,Ad_Date,Location,Device,Keyword
A1013,Data Analytics Corse,196,3742,534.57,$207.46,10,7,0.038,$29.64,"$1,623",12-11-2024,hyderabad,mobile,data anaytics training
A1014,Data Analytcis Course,181,4311,479.00,$185.09,11,9,0.05,$20.57,"$1,538",2024-11-04,Hyderbad,Desktop,data anaytics training
A1015,Data Analytcis Course,102,5461,682.63,$201.69,22,8,0.078,$25.21,"$1,755",2024-11-29,hyderabad,desktop,data analytics course
A1016,Data Analytcis Course,193,5159,573.22,,15,9,0.047,,"$1,614",2024-11-10,hydrebad,Mobile,learn data analytics
A1017,Data Anlytics Corse,149,4431,492.33,$207.40,19,9,0.06,$23.04,"$1,693",12-11-2024,HYDERABAD,mobile,learn data analytics
A1018,Data Analytics Corse,150,3113,622.60,$217.41,20,5,,$43.48,"$1,785",2024/11/07,hyderabad,Mobile,analytics for data
A1019,Data Analytcis Course,145,5278,879.67,,25,6,0.041,,"$1,516",2024-11-05,hyderabad,DESKTOP,data analytics course
A1020,Data Analytcis Course,184,4143,414.30,$223.30,10,10,0.044,$22.33,"$1,735",2024/11/21,Hyderbad,TABLET,learn data analytics
A1021,Data Analytics Corse,171,4154,593.43,$184.23,30,7,0.041,$26.32,"$1,803",2024/11/08,hyderabad,tablet,data analitics online
A1022,Data Analytcis Course,122,5187,864.50,$211.24,27,6,0.049,$35.21,"$1,322",2024-11-20,HYDERABAD,Desktop,online data analytic
A1023,Data Anlytics Corse,188,5798,1159.60,$230.17,28,5,0.047,$46.03,"$1,452",30-11-2024,HYDERABAD,TABLET,data analytics course
A1024,DataAnalyticsCourse,87,3718,1239.33,,12,3,0.034,,"$1,652",20-11-2024,Hyderbad,tablet,learn data analytics
A1025,DataAnalyticsCourse,88,3349,418.63,$181.92,22,8,0.091,$22.74,"$1,456",2024-11-20,HYDERABAD,Tablet,learn data analytics
A1026,Data Anlytics Corse,119,5323,532.30,$205.92,17,10,0.06,$20.59,"$1,656",2024-11-02,Hyderbad,desktop,online data analytic
A1027,Data Analytics Corse,,5286,528.60,$234.89,22,10,,$23.49,"$1,688",2024-11-21,hyderabad,DESKTOP,data anaytics training
A1028,Data Anlytics Corse,128,5469,1823.00,$188.49,16,3,,$62.83,"$1,783",2024-11-23,Hyderbad,MOBILE,learn data analytics
A1029,Data Analytcis Course,86,3351,372.33,$237.75,21,9,0.105,$26.42,"$1,975",2024/11/13,HYDERABAD,Mobile,analytics for data
A1030,Data Analytics Corse,188,4834,1208.50,$213.58,15,4,0.021,$53.40,"$1,590",2024-11-08,Hyderbad,TABLET,online data analytic
A1031,DataAnalyticsCourse,113,5065,1013.00,$212.37,11,5,,$42.47,"$1,111",22-11-2024,HYDERABAD,Desktop,online data analytic
A1032,Data Analytcis Course,,3872,968.00,$244.38,20,4,,$61.10,"$1,041",12-11-2024,HYDERABAD,tablet,data analitics online
A1033,Data Analytics Corse,176,5509,787.00,$234.59,19,7,0.054,$33.51,"$1,710",2024/11/03,Hyderbad,Tablet,data analytics course
A1034,Data Analytcis Course,121,5610,701.25,$214.96,23,8,,$26.87,,2024-11-25,hyderabad,Mobile,data analytics course
A1035,DataAnalyticsCourse,104,5275,586.11,$236.48,16,9,0.031,$26.28,"$1,824",01-11-2024,HYDERABAD,DESKTOP,data anaytics training
A1036,Data Anlytics Corse,146,5939,742.38,$242.90,11,8,0.035,$30.36,"$1,833",2024-11-07,HYDERABAD,Desktop,data anaytics training
A1037,Data Analytcis Course,123,5131,1026.20,,19,5,0.041,,"$1,307",09-11-2024,hydrebad,MOBILE,learn data analytics
A1038,Data Analytcis Course,90,5786,964.33,$197.55,11,6,0.043,$32.93,"$1,704",16-11-2024,hyderabad,MOBILE,online data analytic
A1039,Data Analytcis Course,171,4304,430.40,$192.61,17,10,0.058,$19.26,"$1,427",2024-11-26,hydrebad,Mobile,learn data analytics
A1040,Data Analytics Corse,94,5549,616.56,$231.23,25,9,0.096,$25.69,"$1,849",2024/11/12,Hyderbad,mobile,data anaytics training
A1041,Data Analytics Corse,112,4271,711.83,$196.07,27,6,,$32.68,"$1,209",2024-11-14,hyderabad,desktop,data analitics online
A1042,Data Analytcis Course,113,4418,441.80,$191.55,27,10,,$19.16,"$1,634",2024/11/09,Hyderbad,MOBILE,data analytics course
A1043,Data Anlytics Corse,145,3721,531.57,$180.95,21,7,0.048,$25.85,"$1,960",29-11-2024,hydrebad,desktop,data analitics online
A1044,DataAnalyticsCourse,197,5783,963.83,$204.46,23,6,,$34.08,"$1,729",01-11-2024,hydrebad,TABLET,data anaytics training
A1045,DataAnalyticsCourse,109,4866,973.20,$236.78,27,5,,$47.36,"$1,585",15-11-2024,hyderabad,Mobile,online data analytic
A1046,Data Anlytics Corse,188,5857,1464.25,$222.98,20,4,0.048,$55.75,"$1,303",11-11-2024,HYDERABAD,desktop,data anaytics training
A1047,Data Analytics Corse,142,5103,1701.00,$234.10,24,3,0.021,$78.03,"$1,835",2024-11-08,Hyderbad,mobile,analytics for data
A1048,Data Analytcis Course,168,4653,517.00,$240.84,27,9,0.054,$26.76,"$1,367",2024-11-24,hydrebad,Mobile,online data analytic
A1049,Data Analytcis Course,110,3524,352.40,$248.86,19,10,0.091,$24.89,"$1,524",21-11-2024,Hyderbad,MOBILE,learn data analytics
A1050,Data Analytcis Course,192,5938,1187.60,$182.84,26,5,0.039,$36.57,"$1,080",2024/11/12,hydrebad,MOBILE,analytics for data
A1051,Data Analytics Corse,101,3942,788.40,$206.62,16,5,0.05,$41.32,"$1,746",2024-11-24,HYDERABAD,Tablet,analytics for data
A1052,Data Analytics Corse,157,3315,331.50,$189.56,15,10,0.064,$18.96,"$1,026",2024-11-25,HYDERABAD,MOBILE,online data analytic
A1053,Data Anlytics Corse,113,4945,494.50,$187.66,15,10,,$18.77,"$1,564",2024/11/26,HYDERABAD,TABLET,learn data analytics
A1054,Data Analytcis Course,96,3166,452.29,$196.15,29,7,0.073,$28.02,"$1,902",26-11-2024,hyderabad,Desktop,learn data analytics
A1055,Data Analytcis Course,125,4223,703.83,$183.68,15,6,,$30.61,"$1,267",2024-11-05,HYDERABAD,DESKTOP,data analitics online
A1056,Data Analytcis Course,104,4798,1599.33,$210.10,18,3,,$70.03,"$1,340",21-11-2024,hyderabad,desktop,analytics for data
A1057,Data Anlytics Corse,194,5655,942.50,$208.58,13,6,0.031,$34.76,"$1,692",2024-11-16,hydrebad,mobile,data anaytics training
A1058,DataAnalyticsCourse,144,5140,642.50,$219.48,19,8,0.047,$27.44,"$1,054",18-11-2024,Hyderbad,desktop,data analitics online
A1059,Data Analytics Corse,179,3025,1008.33,$238.81,17,3,0.017,$79.60,,2024-11-11,HYDERABAD,mobile,data analitics online
A1060,Data Analytics Corse,166,5223,746.14,$189.76,18,7,0.042,$27.11,"$1,219",16-11-2024,Hyderbad,Tablet,data analytics course
A1061,Data Analytcis Course,166,5089,727.00,,26,7,0.042,,"$1,946",11-11-2024,Hyderbad,tablet,analytics for data
A1062,Data Anlytics Corse,118,5016,557.33,$204.31,19,9,0.045,$22.70,"$1,833",2024/11/08,hyderabad,Desktop,analytics for data
A1063,DataAnalyticsCourse,185,3617,516.71,$222.32,24,7,0.038,$31.76,"$1,963",23-11-2024,hyderabad,Mobile,data analytics course
A1064,Data Analytcis Course,116,3764,376.40,$232.03,28,10,0.086,$23.20,"$1,348",2024/11/20,hyderabad,Tablet,data analytics course
A1065,Data Analytics Corse,99,4489,748.17,$183.73,15,6,0.061,$30.62,"$1,264",2024-11-05,HYDERABAD,desktop,online data analytic
A1066,DataAnalyticsCourse,172,4441,555.13,$221.18,14,8,0.047,$27.65,"$1,771",27-11-2024,hyderabad,mobile,analytics for data
A1067,Data Analytcis Course,138,5751,639.00,$199.11,26,9,0.052,$22.12,"$1,337",2024-11-10,Hyderbad,desktop,data analitics online
A1068,Data Analytcis Course,84,4036,403.60,$234.22,23,10,0.119,$23.42,"$1,287",04-11-2024,Hyderbad,Desktop,learn data analytics
A1069,DataAnalyticsCourse,124,4942,1647.33,$240.59,18,3,0.024,$80.20,"$1,922",2024-11-16,hydrebad,DESKTOP,learn data analytics
A1070,Data Analytcis Course,122,4989,997.80,$215.48,12,5,0.041,$43.10,"$1,975",2024/11/06,hyderabad,MOBILE,data analitics online
A1071,Data Analytics Corse,180,3006,429.43,$228.14,22,7,0.039,$32.59,"$1,556",2024-11-04,HYDERABAD,TABLET,learn data analytics
A1072,DataAnalyticsCourse,133,3728,372.80,$199.13,11,10,,$19.91,,2024-11-09,HYDERABAD,Desktop,data analitics online
A1073,DataAnalyticsCourse,164,3734,466.75,$225.39,27,8,0.04,$28.17,"$1,728",12-11-2024,HYDERABAD,tablet,learn data analytics
A1074,Data Analytics Corse,150,4621,770.17,$246.30,15,6,0.049,$41.05,"$1,554",2024-11-09,hyderabad,Desktop,data analitics online
A1075,Data Analytcis Course,97,3212,321.20,$212.55,27,10,0.103,$21.26,"$1,994",23-11-2024,HYDERABAD,DESKTOP,analytics for data
A1076,Data Anlytics Corse,128,4225,1056.25,$228.24,30,4,0.031,$57.06,"$1,618",2024/11/08,Hyderbad,mobile,learn data analytics
A1077,Data Analytics Corse,99,4779,477.90,$233.78,26,10,0.101,$23.38,"$1,086",2024-11-05,hyderabad,DESKTOP,online data analytic
A1078,Data Anlytics Corse,86,5352,1070.40,$234.05,11,5,0.058,$46.81,"$1,364",2024-11-09,hydrebad,TABLET,online data analytic
A1079,Data Analytcis Course,118,5405,772.14,$187.28,25,7,0.058,$26.75,"$1,836",2024-11-05,hydrebad,TABLET,analytics for data
A1080,Data Analytcis Course,127,5430,905.00,$199.13,14,6,0.047,$33.19,"$1,932",2024/11/25,hydrebad,Mobile,analytics for data
A1081,Data Analytics Corse,83,4808,686.86,$241.35,20,7,0.084,$34.48,"$1,038",30-11-2024,Hyderbad,mobile,learn data analytics
A1082,Data Analytcis Course,149,3587,448.38,$217.53,23,8,,$27.19,,17-11-2024,hydrebad,Mobile,data analitics online
A1083,DataAnalyticsCourse,168,4683,585.38,$215.28,30,8,0.048,$26.91,"$1,327",2024/11/28,HYDERABAD,Mobile,data analitics online
A1084,DataAnalyticsCourse,112,5814,726.75,$227.38,11,8,0.071,$28.42,"$1,467",2024-11-03,Hyderbad,Tablet,analytics for data
A1085,DataAnalyticsCourse,123,3292,548.67,$233.20,28,6,0.049,$38.87,"$1,174",2024-11-19,HYDERABAD,Desktop,data anaytics training
A1086,Data Anlytics Corse,174,4305,1435.00,$206.02,20,3,0.034,$68.67,"$1,057",2024/11/23,HYDERABAD,desktop,learn data analytics
A1087,Data Analytics Corse,143,4368,624.00,,27,7,0.049,,"$1,199",03-11-2024,hydrebad,tablet,analytics for data
A1088,Data Analytcis Course,195,5935,659.44,$209.68,23,9,0.046,$23.30,"$1,966",2024-11-07,hydrebad,tablet,online data analytic
A1089,DataAnalyticsCourse,176,5847,974.50,$241.04,13,6,0.034,$40.17,"$1,194",2024-11-02,hyderabad,DESKTOP,online data analytic
A1090,Data Anlytics Corse,141,4851,970.20,$227.39,28,5,,$45.48,"$1,821",2024/11/15,HYDERABAD,desktop,analytics for data
A1091,Data Analytics Corse,108,4710,471.00,$204.16,19,10,0.093,$20.42,"$1,731",2024/11/20,Hyderbad,tablet,data analitics online
A1092,Data Anlytics Corse,112,3345,557.50,,11,6,0.047,,"$1,859",2024-11-23,Hyderbad,TABLET,analytics for data
A1093,DataAnalyticsCourse,,5903,655.89,$184.41,23,9,,$20.49,"$1,188",20-11-2024,Hyderbad,tablet,online data analytic
A1094,Data Analytcis Course,145,5004,1000.80,$216.45,22,5,0.034,$43.29,"$1,496",2024-11-01,hydrebad,tablet,data analitics online
A1095,Data Anlytics Corse,183,3947,493.38,$197.30,15,8,0.044,$24.66,"$1,645",2024-11-14,Hyderbad,Desktop,data anaytics training
A1096,DataAnalyticsCourse,113,3690,738.00,$229.42,20,5,0.044,$45.88,"$1,915",2024-11-28,HYDERABAD,tablet,learn data analytics
A1097,Data Analytcis Course,101,5943,990.50,$187.32,27,6,0.059,$31.22,"$1,614",2024-11-15,hydrebad,TABLET,data analitics online
A1098,DataAnalyticsCourse,189,5357,1785.67,$222.50,24,3,0.05,$74.17,"$1,839",2024-11-25,hydrebad,tablet,data analytics course
A1099,Data Anlytics Corse,154,3596,399.56,$236.14,30,9,0.058,$26.24,"$1,036",2024/11/06,HYDERABAD,tablet,online data analytic
A1100,Data Anlytics Corse,179,5162,1032.40,$246.76,16,5,0.05,$49.35,"$1,052",2024-11-29,Hyderbad,DESKTOP,online data analytic
A1101,Data Analytics Corse,148,3747,468.38,$244.41,18,8,0.054,$30.55,"$1,092",2024/11/17,HYDERABAD,Tablet,learn data analytics
A1102,Data Anlytics Corse,177,4822,535.78,$197.03,26,9,0.051,$21.89,"$1,909",2024-11-04,Hyderbad,Mobile,online data analytic
A1103,Data Analytcis Course,119,5800,725.00,$221.36,11,8,,$27.67,,29-11-2024,hydrebad,Desktop,analytics for data
A1104,Data Analytcis Course,89,3594,599.00,,14,6,0.067,,"$1,026",2024/11/15,HYDERABAD,tablet,data analytics course
A1105,Data Analytcis Course,146,4765,953.00,$230.22,23,5,0.034,$46.04,"$1,944",2024/11/28,hyderabad,Tablet,analytics for data
A1106,Data Analytics Corse,109,4128,825.60,$183.65,12,5,,$36.73,,2024-11-30,HYDERABAD,Desktop,data analitics online
A1107,Data Anlytics Corse,159,5127,1281.75,$197.16,21,4,0.025,$49.29,"$1,867",2024-11-03,hyderabad,tablet,learn data analytics
A1108,Data Anlytics Corse,144,5674,1891.33,$235.36,12,3,0.021,$78.45,"$1,505",2024-11-22,hyderabad,desktop,analytics for data
A1109,Data Anlytics Corse,122,3793,474.13,$237.22,19,8,0.066,$29.65,"$1,842",2024-11-20,hyderabad,tablet,online data analytic
A1110,Data Analytics Corse,112,4315,479.44,$235.33,28,9,0.08,$26.15,"$1,116",2024/11/08,HYDERABAD,MOBILE,data analytics course
A1111,DataAnalyticsCourse,174,4704,470.40,$192.32,21,10,0.049,$19.23,"$1,501",2024/11/24,HYDERABAD,MOBILE,learn data analytics
A1112,Data Analytics Corse,168,3349,372.11,$235.60,23,9,0.054,$26.18,"$1,894",2024-11-09,hyderabad,Mobile,online data analytic
A1113,DataAnalyticsCourse,173,3501,350.10,$223.90,28,10,0.044,$22.39,"$1,179",2024/11/25,Hyderbad,Mobile,data analytics course
A1114,Data Analytics Corse,91,,,$203.52,,9,0.099,$22.61,"$1,838",20-11-2024,hydrebad,DESKTOP,data analytics course
A1115,Data Analytcis Course,140,5405,675.63,$195.69,21,8,,$24.46,"$1,094",21-11-2024,hyderabad,Desktop,data anaytics training
A1116,DataAnalyticsCourse,93,3425,856.25,$229.76,26,4,0.043,$57.44,"$1,344",24-11-2024,Hyderbad,Mobile,online data analytic
A1117,Data Analytcis Course,114,5263,1052.60,$189.13,23,5,0.044,$37.83,"$1,434",05-11-2024,HYDERABAD,Mobile,data analytics course
A1118,Data Anlytics Corse,172,3889,388.90,,21,10,,,"$1,766",2024-11-16,HYDERABAD,TABLET,online data analytic
A1119,Data Analytcis Course,188,3327,554.50,$193.76,24,6,0.047,$32.29,"$1,220",03-11-2024,hydrebad,Tablet,online data analytic
A1120,Data Anlytics Corse,117,,,$214.18,29,4,0.034,$53.55,"$1,348",2024/11/23,hyderabad,MOBILE,learn data analytics
A1121,DataAnalyticsCourse,113,5471,607.89,$215.57,27,9,0.038,$23.95,"$1,123",2024-11-23,hyderabad,Mobile,analytics for data
A1122,Data Analytics Corse,109,3550,443.75,$240.33,14,8,0.073,$30.04,"$1,982",2024-11-24,hyderabad,Tablet,learn data analytics
A1123,Data Anlytics Corse,174,3178,317.80,$225.67,18,10,0.057,$22.57,"$1,140",20-11-2024,HYDERABAD,Desktop,data analitics online
A1124,DataAnalyticsCourse,96,4673,934.60,$192.88,24,5,0.052,$38.58,"$1,962",2024-11-10,HYDERABAD,MOBILE,learn data analytics
A1125,Data Analytcis Course,110,4254,1063.50,$187.87,11,4,,$46.97,"$1,172",2024-11-04,hyderabad,MOBILE,data anaytics training
A1126,Data Anlytics Corse,163,3658,522.57,$237.63,23,7,0.043,$33.95,"$1,699",2024-11-23,Hyderbad,TABLET,online data analytic
A1127,DataAnalyticsCourse,161,5319,1329.75,$235.98,13,4,0.025,$59.00,"$1,423",2024-11-18,Hyderbad,Mobile,learn data analytics
A1128,DataAnalyticsCourse,195,5278,754.00,$193.49,30,7,0.047,$27.64,"$1,456",2024/11/04,hyderabad,Mobile,data analytics course
A1129,Data Anlytics Corse,84,3755,417.22,$218.88,14,9,0.047,$24.32,"$1,299",2024/11/05,Hyderbad,TABLET,analytics for data
A1130,Data Anlytics Corse,113,4580,763.33,$194.82,11,6,0.059,$32.47,"$1,248",2024/11/28,Hyderbad,tablet,data analytics course
A1131,Data Analytics Corse,117,3809,761.80,$225.14,12,5,0.032,$45.03,"$1,495",2024-11-09,hydrebad,DESKTOP,data anaytics training
A1132,DataAnalyticsCourse,135,5118,853.00,$219.99,27,6,0.044,$36.67,"$1,089",2024-11-20,hyderabad,MOBILE,online data analytic
A1133,Data Anlytics Corse,92,5766,823.71,$186.14,28,7,0.076,$26.59,"$1,013",27-11-2024,HYDERABAD,TABLET,data anaytics training
A1134,Data Analytcis Course,188,3934,437.11,$206.21,16,9,0.048,$22.91,,04-11-2024,hydrebad,Desktop,data analytics course
A1135,Data Analytcis Course,101,4724,674.86,$228.38,13,7,0.034,$32.63,"$1,243",2024-11-20,hyderabad,Desktop,learn data analytics
A1136,Data Anlytics Corse,111,5895,1473.75,$205.25,29,4,0.036,$51.31,"$1,693",2024-11-04,HYDERABAD,Mobile,data analytics course
A1137,Data Analytics Corse,122,4048,404.80,$202.23,28,10,0.082,$20.22,,26-11-2024,hyderabad,mobile,online data analytic
A1138,Data Analytcis Course,99,3169,528.17,$237.68,21,6,,$39.61,"$1,509",2024-11-22,hydrebad,Mobile,online data analytic
A1139,DataAnalyticsCourse,154,4535,1511.67,$229.29,11,3,0.019,$76.43,"$1,434",2024/11/01,HYDERABAD,TABLET,data anaytics training
A1140,Data Anlytics Corse,129,3849,384.90,$249.29,22,10,0.078,$24.93,"$1,767",2024/11/11,HYDERABAD,desktop,analytics for data
A1141,Data Analytcis Course,,4259,425.90,$182.98,10,10,0.031,$18.30,"$1,048",16-11-2024,hyderabad,MOBILE,analytics for data
A1142,DataAnalyticsCourse,143,3628,403.11,,18,9,0.063,,"$1,566",17-11-2024,hydrebad,tablet,data analytics course
A1143,Data Analytics Corse,80,3269,817.25,,12,4,0.05,,"$1,753",23-11-2024,Hyderbad,Desktop,data analitics online
A1144,Data Anlytics Corse,134,3724,413.78,$188.02,26,9,0.047,$20.89,"$1,891",2024/11/07,hydrebad,DESKTOP,online data analytic
A1145,Data Anlytics Corse,174,4838,1612.67,$242.35,21,3,0.017,$80.78,"$1,599",2024-11-22,HYDERABAD,desktop,data analitics online
A1146,Data Analytics Corse,196,4524,565.50,$192.01,15,8,0.041,$24.00,"$1,048",2024-11-13,hyderabad,desktop,data analytics course
A1147,Data Analytics Corse,194,4694,670.57,$228.15,17,7,0.036,$32.59,"$1,874",2024-11-14,hyderabad,Tablet,learn data analytics
A1148,Data Analytics Corse,180,4326,#DIV/0!,$221.67,13,,,#DIV/0!,"$1,427",06-11-2024,Hyderbad,TABLET,online data analytic
A1149,Data Analytcis Course,100,4235,529.38,$222.61,10,8,0.051,$27.83,"$1,814",01-11-2024,hyderabad,Desktop,data anaytics training
A1150,Data Anlytics Corse,153,4367,485.22,$184.51,29,9,0.059,$20.50,"$1,507",2024-11-13,HYDERABAD,MOBILE,analytics for data
A1151,Data Anlytics Corse,110,3748,416.44,$198.68,24,9,0.082,$22.08,"$1,041",05-11-2024,Hyderbad,TABLET,data anaytics training
A1152,Data Analytics Corse,116,3901,975.25,,21,4,0.034,,"$1,483",2024-11-13,hyderabad,Tablet,online data analytic
A1153,Data Analytics Corse,156,3335,476.43,$236.98,29,7,0.045,$33.85,"$1,143",2024-11-14,Hyderbad,desktop,data analytics course
A1154,Data Analytics Corse,177,5671,945.17,$210.74,19,6,0.058,$35.12,"$1,172",25-11-2024,HYDERABAD,Tablet,data analytics course
A1155,DataAnalyticsCourse,89,3408,378.67,$214.78,25,9,0.101,$23.86,"$1,898",2024/11/15,hydrebad,Mobile,data analytics course
A1156,DataAnalyticsCourse,155,4422,552.75,$183.96,14,8,0.037,$23.00,"$1,143",2024/11/15,hydrebad,MOBILE,analytics for data
A1157,Data Analytcis Course,123,3097,387.13,$190.55,20,8,0.065,$23.82,"$1,640",2024/11/22,Hyderbad,tablet,data analytics course
A1158,Data Analytics Corse,102,3621,724.20,$244.82,10,5,0.049,$48.96,"$1,375",2024/11/12,hydrebad,MOBILE,learn data analytics
A1159,Data Analytics Corse,150,4806,534.00,$244.53,15,9,,$27.17,"$1,602",07-11-2024,hydrebad,Mobile,data analitics online
A1160,Data Anlytics Corse,160,,,$245.87,11,6,0.037,$40.98,,2024-11-05,Hyderbad,DESKTOP,analytics for data
A1161,Data Anlytics Corse,143,3901,975.25,$191.38,29,4,0.053,$47.85,"$1,786",2024-11-24,HYDERABAD,MOBILE,learn data analytics
A1162,Data Anlytics Corse,178,4673,778.83,$222.46,29,6,0.051,$37.08,"$1,219",2024/11/04,hydrebad,tablet,online data analytic
A1163,DataAnalyticsCourse,152,3542,393.56,$208.96,13,9,,$23.22,"$1,735",2024/11/13,Hyderbad,desktop,data analytics course
A1164,DataAnalyticsCourse,139,4347,869.40,$238.19,26,5,,$47.64,"$1,384",13-11-2024,hydrebad,tablet,analytics for data
A1165,Data Analytcis Course,175,5014,716.29,$247.24,25,7,0.04,$35.32,"$1,499",15-11-2024,hydrebad,MOBILE,learn data analytics
A1166,Data Analytics Corse,92,4185,465.00,$218.46,21,9,0.035,$24.27,"$1,567",2024/11/03,Hyderbad,mobile,data analitics online
A1167,DataAnalyticsCourse,123,5964,994.00,,17,6,,,"$1,363",2024/11/03,hydrebad,desktop,data anaytics training
A1168,Data Analytcis Course,86,5124,512.40,$183.71,13,10,0.116,$18.37,"$1,137",20-11-2024,HYDERABAD,MOBILE,data anaytics training
A1169,Data Anlytics Corse,117,4162,416.20,$238.08,28,10,0.085,$23.81,"$1,186",2024/11/22,hydrebad,MOBILE,online data analytic
A1170,Data Analytcis Course,146,4330,1443.33,$191.90,20,3,0.021,$63.97,"$1,748",2024/11/09,HYDERABAD,MOBILE,online data analytic
A1171,Data Analytcis Course,89,3268,817.00,,17,4,0.045,,"$1,233",2024/11/13,hyderabad,DESKTOP,online data analytic
A1172,DataAnalyticsCourse,195,3483,497.57,$213.99,27,7,0.036,$30.57,"$1,796",23-11-2024,hyderabad,Desktop,learn data analytics
A1173,Data Analytcis Course,170,4519,645.57,$240.63,22,7,0.041,$34.38,"$1,012",27-11-2024,Hyderbad,MOBILE,analytics for data
A1174,Data Analytcis Course,97,3605,515.00,$240.29,21,7,0.045,$34.33,"$1,682",2024-11-10,HYDERABAD,Desktop,data analitics online
A1175,Data Anlytics Corse,159,5076,507.60,$204.97,15,10,0.063,$20.50,"$1,638",17-11-2024,Hyderbad,tablet,data analytics course
A1176,Data Anlytics Corse,131,5352,535.20,$225.86,24,10,,$22.59,"$1,961",2024-11-20,HYDERABAD,mobile,online data analytic
A1177,Data Analytics Corse,108,5503,786.14,$185.26,11,7,0.065,$26.47,"$1,921",06-11-2024,hydrebad,Mobile,data analitics online
A1178,DataAnalyticsCourse,93,4308,478.67,$209.83,19,9,0.097,$23.31,"$1,694",2024-11-20,hyderabad,mobile,data analytics course
A1179,Data Analytcis Course,137,3555,1185.00,$213.50,29,3,,$71.17,,2024/11/06,hyderabad,DESKTOP,data analytics course
A1180,Data Analytics Corse,81,5615,935.83,$193.14,30,6,0.074,$32.19,"$1,255",2024/11/28,hyderabad,MOBILE,analytics for data
A1181,Data Analytcis Course,160,4743,474.30,$206.22,23,10,0.062,$20.62,"$1,825",2024/11/20,hydrebad,mobile,learn data analytics
A1182,Data Anlytics Corse,186,3337,417.13,$183.58,16,8,0.043,$22.95,"$1,045",2024-11-30,HYDERABAD,Desktop,online data analytic
A1183,Data Analytcis Course,105,3234,323.40,$238.80,27,10,0.095,$23.88,"$1,248",2024/11/06,Hyderbad,Desktop,online data analytic
A1184,Data Analytcis Course,131,3913,391.30,$203.69,14,10,,$20.37,"$1,079",2024/11/25,Hyderbad,DESKTOP,data anaytics training
A1185,Data Analytcis Course,129,3208,401.00,$204.20,18,8,0.032,$25.53,"$1,456",2024-11-29,hyderabad,Desktop,learn data analytics
A1186,Data Anlytics Corse,187,5972,853.14,$220.64,30,7,0.037,$31.52,"$1,980",2024-11-14,Hyderbad,Desktop,data analytics course
A1187,Data Analytics Corse,167,3662,523.14,$235.43,10,7,0.042,$33.63,"$1,684",2024-11-25,Hyderbad,MOBILE,data anaytics training
A1188,DataAnalyticsCourse,140,3359,479.86,$182.13,29,7,0.045,$26.02,"$1,973",2024/11/28,hydrebad,desktop,data analitics online
A1189,Data Analytics Corse,198,3700,740.00,$220.67,14,5,,$44.13,"$1,531",2024/11/10,hyderabad,MOBILE,analytics for data
A1190,Data Anlytics Corse,196,3835,426.11,$218.07,10,9,0.041,$24.23,"$1,871",04-11-2024,hyderabad,TABLET,online data analytic
A1191,Data Analytics Corse,140,5638,1127.60,$208.02,22,5,,$41.60,"$1,652",2024-11-18,Hyderbad,desktop,data anaytics training
A1192,Data Analytics Corse,157,5825,1941.67,$230.60,16,3,0.019,$76.87,"$1,041",2024-11-16,hydrebad,desktop,data anaytics training
